class,gui,program,source available,% weighted average,encoding time in seconds,decoding time in seconds,APP,AUDIO (WAV),CAMERA RAW,GUTENBERG,INSTALLER,MOBILE,PGM / PPM,SOURCES,XML,usual file extension,bit depth,cores,when released / developed,where developed (country),algorithms used,program age in years
LZH,◦,ZLING (2013) Zhang Li,☺,150.59401,791,,128134732,579775902,539825963,365205490,603650858,498817179,452438588,45991052,280824880,.zling,win64,1,29-Dec-2013,China,order-1 ROLZ,0.49
LZH,◦,JAR32 1.02 -m4 (1997) Robert Jung,,151.01,,,125077776,571804640,533774823,365560640,588188604,489781176,454795439,51498310,277858193,.jar,win32,1,11-Aug-1997,United States,LZ,16.88
LZH,◦,BRED 3.0 -M16 -m729 ('97) David Wheeler,☺,151.12003,,,184719119,568154153,565514093,420438761,590141390,509723756,341268733,41767324,213572518,.bred,win32,1,16-May-1997,United States,RLE + BWT + MTF + HUF,17.11
LZH,◦,THOR 0.96α e4 (2007) Oscar Garcia,,151.64462,,,122032252,572867052,530855292,382712892,586241020,488600384,448934400,46870900,310814804,.thor,win32,1,23-Aug-2007,Spain,slow LZP,6.84
LZH,◦,Symbra 0.2 -c6 -m5 -p2 F. Schwellinger,☺,152.25993,18211,,125226684,592687961,542178672,364442031,589369343,493608318,458378688,48557820,293773926,.symbra,win32,1,4-Dec-2007,Germany,Symbol Ranking,6.56
LZH,GUI,DCA Archiver 1.0.1 (best) (2000),,152.92092,,,124664755,569383818,528151681,378246404,591305957,486929447,441529280,52104095,304817372,.dca,win32,1,28-Aug-2000,Russia,LZ77,13.83
LZH,◦,LAZY 1.0 option 5 (2012) Matt Mahoney,☺,153.39177,990,,124576501,599297584,549182671,371911997,582357437,488786885,467498307,47829036,303134539,.lazy,win32,1,10-Oct-2012,United States,LZ77,1.71
LZH,◦,YAC 1.02 (1995) Aleksandras Surna,,153.39516,,,126037228,544315793,531799352,394674714,592367033,488980573,451536806,47917297,322436582,.yac,dos16,1,1-Sep-1995,Lithuania,1024 kb LZ + Huffman,18.82
LZH,◦,SLUG 1.27 (2008) Christian Martelock,,153.85463,,,129118947,576231616,529736997,377549924,594090706,490825485,459546746,49004918,307324028,.slug,win32,1,7-May-2008,Germany,RHSO-LZ,6.14
LZH,◦,RangeCoderC 1.8 c2 28 David Catt,☺,154.67601,4072,,150595241,589439845,515649453,348535101,603070573,492959669,377805449,59089449,280170313,.range,win64,1,13-Dec-2011,Canada,context mixing,2.54
LZH,◦,Etincelle RC2 (2010) Yann Collet,,154.82937,,,131502022,578317805,534158509,368927074,588145482,487951181,450558018,51264391,314459996,.etincelle,win32,1,22-Apr-2010,France,ROLZ + Huffman,4.18
LZH,◦,KZIP /s0 /b1024 /rn ('06) Ken Silverman,,155.09995,,,132799561,572240377,528590987,379614714,591526180,487658896,439676186,53221795,309456079,.zip,win32,1,11-Oct-2006,United States,LZ + Huffman,7.71
LZH,GUI,"Deflate 64, word size=257 ultra (7z 9.20)",☺,155.12376,1759,312,132001289,569541795,526447451,372198787,590804948,487766927,429356027,59052142,295140549,.zip,win64,8,24-Oct-2007,United States,LZ + Huffman + SF + BWT,6.67
LZH,◦,LHARK 0.4d -tob (1997) Kerwin F. Medina,,155.53511,,,130274779,571777004,533304691,381302596,592949451,489191732,451733892,52894607,312359898,.lzh,dos16,1,27-Jan-1997,-unknown -,>64kb LZSS + 32 kb Huffman,17.41
LZH,◦,AKT32 70 β 7 (2000) Agyhalál,,155.82101,,,132402103,570736865,540336003,395545157,606556827,492153779,372489875,55429853,328978899,.akt,win32,1,8-Jan-2000,Hungary,LZ + filters,14.47
LZH,◦,THOR 0.96α e5 (2007) Oscar Garcia,,155.8465,378,,130410172,573707768,531625004,383539272,594807932,490609868,445656548,53470440,314314436,.thor,win32,1,23-Aug-2007,Spain,LZ77,6.84
LZH,GUI,ALZIP 8.5 .EGG optimized ESTSOFT,,155.9171,605,,146374158,571482712,534592994,352644412,592017480,489970179,456583402,60686389,257318245,.egg,win32,1,7-Oct-2010,Korea,ZLIB,3.72
LZH,◦,RDMC 0.06b (2001) Jaime Tejedor Gómez,☺,155.97555,,,139934909,615267423,579881609,361537993,612353606,505371128,398732637,53963377,287274234,.rdm,dos16,1,9-Apr-2001,- unknown -,Reiterative DMC,13.21
LZH,◦,ZHUFF 0.9c (2011) Yann Collet,,156.01434,129,,135206431,572586498,529204055,378973030,592626804,488461447,446234714,53575579,310462784,.zhuff,win32,8,,France,LZSS (LZ4) + Huffman,114.49
LZH,◦,ZHUFF 0.8 (2011) Yann Collet,,156.26935,85,,135038527,577990939,530857663,379106650,592643328,488510967,448643543,53499232,310273811,.zhuff,win32,8,28-Nov-2011,France,LZSS (LZ4) + Huffman,2.58
LZH,◦,CRUSH 1.0 cx (2013) Ilya Muravyov,☺,156.42115,7997,,124770892,654297503,578654423,379950045,653516292,544145651,462227189,46619126,274294190,.crush,win32,1,1-Jul-2013,Russia,LZ77,0.99
LZH,GUI,"Deflate, word size=64, max (7z 9.25)",,156.70601,,,134962165,570013535,529655066,380440699,590811778,488247614,438803257,59659758,295590011,.zip,win64,8,24-Oct-2007,United States,LZ + Huffman + SF + BWT,6.67
LZH,◦,Tornado 0.1 -12 -b100 Bulat Ziganshin,☺,156.75714,,,130006531,584810626,523804497,402704755,588579801,490630093,456991600,47307974,340024951,.tor,win32,1,16-Apr-2007,Russia,LZRW1 + ARI,7.19
LZH,GUI,RAR 1.55 (1995) max Eugene Roshal,,157.03969,,,128549872,579535798,532862775,385353967,591561807,489162147,477180230,53769745,312661434,.rar,dos16,1,4-Nov-1995,Russia,LZ77 + Huffman,18.64
LZH,◦,GZIP 1.3.12 -9 ('07) Jean-Loup Gailly,☺,157.17719,372,54,134298028,571864393,533079977,387558733,591772244,488128103,454798979,55162675,310090294,.gz,win32,1,15-Oct-2007,France,LZ77 + SF + Huffman,6.7
LZH,◦,SKY 1.15 -m4 (1997) Jean-Michel Herve,,157.31465,,,132442344,575588176,533710071,385054868,591628398,488624070,455451053,54183882,319852021,.sky,dos16,1,9-Jul-1997,France,- unknown -,16.96
LZH,GUI,AMG 2.2 max ('93) Milen Georgiev,☺,157.35216,,,132442344,575587061,533684449,386155781,591637934,488620590,455389159,54169917,319850718,.amg,dos16,1,1-Nov-1993,BulgARIa,LZ VARIant,20.65
LZH,◦,QUARK 1.0 β (1993) Robert Kunz,,157.47973,,,132237361,573231300,532105412,389704571,591581747,488389399,450514241,54477772,322923702,.ark,dos16,1,1-May-1993,Russia,- unknown -,21.15
LZH,◦,LIMIT 1.2 -mx (1993) J.Y. Lim,,157.50264,,,133150238,571131082,534321267,386931812,592713348,489210409,452684500,54547013,320783214,.lim,dos16,1,2-May-1994,United States,32k LZ77 + Huffman,20.15
LZH,◦,ZLITE (2013) Zhang Li,☺,157.51533,505,,138693661,584920839,547921053,389980475,603526610,499802272,472061645,50504614,298598696,.zlite,win64,1,20-Aug-2013,China,ROLZ,0.85
LZH,◦,ZET 0.10 β -eh  ('94) Oleg V. Zaimkin,,157.59834,,,132218880,571861611,532998518,386388042,609149792,488182368,454773941,54519654,318864650,.zet,dos16,1,9-Mar-1994,- unknown -,LZ,20.3
LZH,◦,HIT 2.10 a -x (1994) Bogdan Ureche,,157.61894,,,132872076,570364613,532713478,387192577,596935770,488009979,453127853,54615984,322213775,.hit,dos16,1,17-Mar-1994,Romania,LZ,20.28
LZH,◦,packARC 0.7rc11 (2013) Matthias Stirner,,157.93938,7929,,160180929,574315788,521619107,336793411,603454547,452132085,286326540,67440386,338526252,.pja,win32,1,7-Dec-2013,Germany,packJPG + packMP3 packPNM + packARI,0.55
LZH,◦,packARC 0.7rc9 (2012) Matthias Stirner,,158.06284,7188,,160176687,574315788,521619107,336765791,603454547,452132085,286326540,67785842,338526252,.pja,win32,1,24-Sep-2012,Germany,packJPG + packMP3 packPNM + packARI,1.76
LZH,◦,PIGZ 2.1.6 -9 ('10) J.L. Gailly & M. Adler,,158.167,130,51,134232108,571427898,534004654,387820923,591758006,488490199,455557843,55027876,323386834,.gz,win32,8,17-Jan-2010,France & USA,LZ77 + SF + Huffman,4.44
LZH,◦,MINIZ 1.14 -m10 (2012) Rich Geldreich,☺,158.24043,451,,134836370,572002583,532811909,387709033,591765755,488121798,453803564,55274997,323168805,.miniz,win64,1,20-May-2012,United States,LZ77,2.1
LZH,◦,Huffman Comp. Engine II 0.21q -lh8- Joe Jared,,158.26442,1748,,135580283,573656380,529148708,381295064,592192162,488140980,444517717,59423230,310840324,.lzh,win32,1,3-Apr-1999,- unknown -,64kb LZSS + 32 kb Huffman,15.23
LZH,◦,AIN 2.32 -m1 (1996) Transas MARIne Ltd.,,158.37038,,,134359757,574442972,534311720,388810200,593713023,489596059,453539700,55071335,323847532,.ain,dos16,1,18-Nov-1996,Russia,LZ,17.61
LZH,◦,SQZ (Squeeze It) 1.08.3 ('93) J. Hammarberg,,158.51768,,,134707393,572554135,532130174,389625412,593172292,489077382,450153726,55530641,326167315,.sqz,dos16,1,24-Jan-1993,Sweden,LZ + Huffman,21.42
LZH,GUI,DZIP 2.9 (2003) S. Schwoon & N. Pflug,,158.61897,,,134688487,571435820,533984202,388707398,591778840,488469311,455858586,55524841,325379419,.dz,win32,1,7-May-2003,Germany,ZLIB,11.14
LZH,◦,BSA 2.0 -a .bsn  (1995) PTS Ltd.,,159.0386,,,135015772,571765416,534556464,389848137,593082411,489076112,457767478,55648776,327055639,.bsn,dos16,1,9-Dec-1995,Russia,arithmetic Coding,18.55
LZH,GUI,LZH (LHMelt 1.39-1.65c 32kb -jmA) (2012),,159.2369,,,139521304,573075186,530104300,381657973,593011791,488740679,444419172,60277915,310467892,.lzh,win32,1,25-Dec-2004,Japan,LZ + Huffman,9.5
LZH,◦,CODEC 3.10 -C9 Telvox Italia,☺,159.5918,,,133374487,606693487,535149075,388251939,609160814,490486557,456278902,54723495,323633222,.lib,dos16,1,21-Sep-1993,Italy,LZ vARIant,20.76
LZH,GUI,WinZip 17.0.10381 enh. deflate Corel Corp.,,159.86477,255,,137626506,571870646,533078498,387116812,591371951,488019468,449905509,61603814,310697814,.zip,win32,1,24-Dec-2011,United States,LZ + Huffman + SF + BWT,2.51
LZH,GUI,vuZIP 1.8 Build 3.185 (maximum),,160.27395,,,136595571,571408194,533918204,388506095,591744013,488454861,455514505,59735051,323283760,.ziv,win32,1,30-Dec-2003,Russia,LZ vARIant,10.49
LZH,◦,Hamarsoft HAP 4.02m (1996) H. Feldman,,160.45065,,,143552934,606693376,567693321,373070047,609160704,492148736,452686200,56411847,303792807,.hap,dos16,1,30-Jun-1996,Netherlands,arithmetic Coding,17.99
LZH,◦,Hamarsoft HAP 3.00 (1992) H. Feldman,,160.45065,,,143552934,606693376,567693321,373070047,609160704,492148736,452686200,56411847,303792807,.hap,dos16,1,15-Nov-1992,Netherlands,arithmetic Coding,21.61
LZH,GUI,BestCrypt Archiver 1.03 - 1.08.3 ('05),,160.74558,,,137053280,575346128,505354328,390847864,595501256,491679632,459313632,60288824,328097152,.bca,win32,1,22-Feb-2005,Finland,- unknown -,9.34
LZH,◦,DOBOZ 0.1 (2011) Attila T. Áfra,☺,160.79947,1756,,131074014,606693385,577854473,408889075,609161737,492148745,506609996,50208430,312135097,.doboz,win64,1,19-Mar-2011,Romania,- unknown -,3.27
LZH,GUI,PeaZip 3.3-4.7.2 .PEA better Giorgio Tani,☺,160.92543,1134,,137677037,571417347,533938954,388998319,591718258,488407996,455777802,60741264,324358544,.pea,win32,1,14-Sep-2010,Italy,Deflate,3.78
LZH,◦,ARJZ 0.15 -mp9 -md26624 -mf16382,☺,161.67397,,,138191843,572091331,534022871,392501125,592998719,488808013,456243113,60946631,329231242,.arj,win32,1,7-Apr-1995,Russia,LZSS + Huffman,19.22
LZH,GUI,WinZip 17.0.10381 legacy Corel Corp.,,161.6742,232,,139384034,571859445,533078498,391776056,591671228,488141632,454867278,62129895,323077882,.zip,win32,1,24-Dec-2011,United States,LZ,2.51
LZH,◦,HPACK 0.79 -U (1993) P.C. Gutmann,☺,161.78947,,,144273129,614748338,559321403,388333151,614628727,505573853,460907811,56243939,301062372,.hpk,dos16,1,1-Sep-1993,New Zealand,LZA,20.82
LZH,◦,ARJ 2.8 - 3.20  -m1 -r Robert K. Jung,☺,161.86463,,,138444442,573118960,532537175,392754718,593172508,488997944,455957138,61371609,329123783,.arj,win32,1,26-Sep-2005,United States,LZSS + Huffman,8.75
LZH,GUI,RAX 1.02 -max (1998) GeCAD,,162.16927,,,139691772,574624469,536809075,390991585,592620300,488729980,461860618,61467173,325853170,.rax,dos16,1,8-May-1998,Romania,LZ77 + Huffman,16.13
LZH,GUI,SafeMelt32 2.74-3.10 (2002) Team Schaft,,163.18265,,,141049951,580232931,537532952,397704207,594078412,488116070,460316026,58030274,347463317,.exe,win32,1,30-Mar-2002,Japan,LZ,12.24
LZH,◦,ULZ 0.2 c6 (best) (2010) Ilya Muravyov,,163.23789,,,146235037,603563962,556749135,390375738,593463109,491652347,496764514,52423547,330190245,.ulz,win32,1,3-Feb-2010,Russia,LZ77,4.4
LZH,◦,FPAQ 3 (2006),☺,163.26159,,,148235430,685634950,576581183,378931996,711664602,580629614,384768214,55628460,272777080,.fpaq,win32,1,21-Nov-2006,Italy,LZP + PPM + OX,7.6
LZH,◦,FCM2P3 (2008) Ilya Muravyov,,163.29479,,,147758757,526494408,488069390,398333387,601186782,491375033,346142035,73237530,360907868,.fcm,win32,1,1-Jun-2008,Russia,Fast CM,6.07
LZH,GUI,Chaos Compressor 3.0 (2004) SafeSoft,,163.84111,,,144816426,571638182,538660036,394229250,593045668,489325203,480335560,57622209,343978709,.ccr,win32,1,1-Jul-2004,United States,LZ,9.99
LZH,GUI,WWPACK 3.05 β4 Wierzbicki & Warezak,,164.3853,,,139030874,606693376,577854491,415305156,609160704,492148736,460754751,57830591,328074111,.wwp,dos16,1,18-Jun-2002,Poland,LZ,12.02
LZH,◦,FPAQ 3d option c 6 (2006),☺,164.61996,,,148184944,685291599,634923928,389260049,756489385,633300733,379679795,55644938,237885459,.fpaq3,win32,1,28-Dec-2006,Italy,Order 28 PPM,7.49
CM,◦,AR 0.02 (1990) Haruhiko Okumura,☺,164.88111,,,141175944,571833729,535284844,406530100,593935569,489212932,465103693,60190459,355925340,.ar,dos16,1,14-Aug-1990,- unknown -,LZ77 + Huffman,23.87
LZH,◦,SAR 1.0 (1993) Streamline Design,,164.90727,,,141175944,571833729,535284844,406530100,593934937,489212932,465102891,60263688,355920482,.sar,dos16,1,6-Mar-1993,United States,Huffman,21.31
LZH,◦,CAR 1.50 (1996) Chris Campbell,,164.93073,,,141316303,571833729,535284844,406607520,593751699,489212932,465135014,60263688,355922860,.car,dos16,1,1-Jan-1996,United States,LZSS + Huffman,18.49
LZH,GUI,LZA 1.01 max (1999) Chiefs LZ Archiver,,165.03258,,,150358411,582780563,544029935,398308760,607533112,499407432,461389784,59058861,334946239,.lzz,win32,1,20-Jan-1999,Africa,LZSS + Huffman,15.43
LZH,◦,"LHA 2.55 - 2.67 (1992) lh5, 16kb Huffman",,165.08134,,,141175944,573524810,529579517,406037900,593728247,489212932,464548511,61347921,354795750,.lzh,dos16,1,15-Nov-1992,Japan,64 kb LZSS + 16 kb Huffman,21.61
LZH,◦,"CrossePAC 1.35 (1994) Digital Strategies, Inc.",,165.81468,,,141176247,571834032,535285147,406608729,593710796,488994035,465094090,62785292,355923253,.pac,dos16,1,10-Oct-1994,United States,LZ77,19.71
LZH,GUI,Deep Freezer 1.06 (1999) Yamazaki,,165.89217,,,135623701,588353137,556981232,540018812,591835044,489444776,508817311,51177473,312373597,.yz1,win32,1,25-Nov-1999,Japan,LZH,14.59
LZH,◦,LZP 3.0 (1995-1997) Charles Bloom,,168.04284,,,140228194,566523088,511939426,709240453,593365180,488342365,409062096,52762560,309564382,.lzp,win32,1,15-Aug-1997,United States,LZP,16.86
LZH,◦,M01 (2008) Christopher Mattern,☺,168.20376,,,151223772,523739228,490775167,413024029,595440304,487096394,353864455,78503478,384504724,.m01,win32,1,29-May-2008,Germany,order-1 Context Mixing,6.08
LZH,GUI,BlakHole (2004) (WinHKI),,168.21485,,,138604952,571408438,533918721,393187823,594009823,488500774,543332087,63297836,355358506,.bh,win32,1,4-Jun-2002,- unknown -,- unknown -,12.06
LZH,◦,ARQ Crusher! 3.2 DC Micro Development,,168.64409,,,145029016,571722929,535944370,416552857,594359538,489331750,469264594,63034639,375918055,.arq,dos16,1,17-Apr-1997,United States,LZ variant,17.19
LZH,GUI,LZMAT 0.51 Vitaly Evseenko,☺,169.31457,205,,142313725,599893422,565797333,419179550,592168980,497103228,525440952,57713283,359511935,.lzmat,win32,2,5-Aug-2008,Russia,LZ variant,5.89
LZH,◦,LZOP 1.02RC1w (2005) -9 Oberhumer,☺,170.40028,,,145677124,598508852,557077882,418627931,593176844,489560240,511948858,61412767,362341685,.lzo,win32,1,25-Jul-2005,Germany,LZOP,8.92
LZH,◦,ZHUFF 0.5 (2011) Yann Collet,,171.20335,33,,148714097,578381110,534120822,427680353,593327688,488208935,466820524,64251834,389880629,.ZHUFF,win32,1,10-Jan-2011,France,LZSS (LZ4) + Huffman0,3.46
LZH,◦,ULZ 0.2 (2010) c3 (normal) Ilya Muravyov,,171.50394,,,151856085,603944758,558310847,423167754,593703905,491908835,507996662,58973568,371542080,.ulz,win32,1,3-Feb-2010,Russia,LZ77,4.4
LZH,GUI,CAN Manager ('02) DarkFire Productions,,171.53957,,,134282034,571408711,533919289,709240453,591745271,488458850,455515770,55027600,323284354,.can,win32,1,1-Oct-2002,- unknown -,LZ ZLIB,11.74
LZH,◦,Hyper 2.6 -a (1992) Peter Sawatzki,,171.54699,,,146286570,606693404,577854491,420478460,609160731,492148768,491886634,61510034,370063769,.hyp,dos16,1,18-May-1992,Germany,LZW,22.11
LZH,◦,NOAH's ARChiver 1.1 ('90) Richard Levey,,172.07208,,,151723252,571234910,533324758,425164028,593802482,487943517,472202316,65900083,388625579,.noa,dos16,1,20-Feb-1990,United States,LZ + ARI,24.35
CM,◦,LZARI (1989) Haruhiko Okumura,☺,172.07208,,,151723252,571234910,533324758,425164028,593802482,487943517,472202316,65900083,388625579,.lza,dos16,1,7-Apr-1989,Japan,LZ + ARI,25.22
LZH,GUI,KTY Archiver 1.3 (2002) HyperBeat,☺,172.25682,,,151801230,571517925,533588753,425375158,598442109,488185566,472434598,65936774,388817927,.kty,win32,1,4-Nov-2002,Russia,LZ variant,11.64
LZH,GUI,Scifer beta -Text (2008) Senthil Kumar R.,,172.50331,,,151723397,571204721,533310113,425164172,593789237,489335032,472141549,67006775,388622254,.sen,win32,1,20-Sep-2008,India,- unknown -,5.77
LZH,◦,LZ4 1.4 option -9 (2013) Yann Collet,☺,172.53118,108,,153267782,600018025,557804922,417061736,594114184,489331362,513784469,62423499,368193126,.lz4,win32,8,17-Sep-2013,France,LZ77,0.78
LZH,◦,LZ4 1.3 -c2 (2012) Yann Collet,☺,172.54456,196,,153267202,600021696,557864532,417184725,594178629,489537460,513801125,62423207,368188442,.lz4,win32,8,16-Mar-2012,France,LZ77,2.28
LZH,◦,ELI 5750 (1997) -a -C Jule Revsin,,172.58106,,,151981185,573058365,535175594,426890804,593948040,488560940,474043050,66082080,390352206,.eli,dos16,1,25-Nov-1997,- unknown -,- unknown -,16.59
LZH,◦,LZHUF (1989) Haruhiko Okumura,☺,172.58115,,,151988699,573051801,535170065,426844087,593940220,488556066,474041220,66092097,390324005,.lzh,dos16,1,7-Apr-1989,Japan,LZ + Huffman,25.22
LZH,GUI,Freeze 1.0 A. Reeve / ICE 1.0.2 M. Lamanuzzi,,172.58116,,,151988699,573051801,535170065,426844087,593940220,488556066,474041220,66092124,390324005,.ice,dos16,1,10-May-1992,United States,- unknown -,22.13
LZH,GUI,SBX 1.4 (1999) SpinnerBaker Software,,172.61413,,,151988724,573051821,535170084,426844112,593942360,488556090,474041282,66182827,390324181,.sb,win32,1,3-Mar-1999,United States,LZ77 (?),15.31
LZH,◦,ABComp 2.06 (2000) Avinesh Bangar,,172.61415,,,151988751,573051849,535170113,426844139,593942389,488556118,474041308,66182850,390324207,.abp,dos16,1,23-Jan-2000,Canada,- unknown -,14.43
LZH,◦,LZSS 0.01 Mode ex (2008) Ilya Muravyov,,173.06651,,,151778634,659991863,595582337,411579302,661650020,544935432,505211412,58081318,330288191,.lzss,win32,1,31-Jul-2008,Russia,LZSS Storer&Szymanski parsing,5.91
LZH,◦,MTARI 0.2 (2013) David Werecat,☺,173.4459,154,,166272001,584421068,518268582,397874678,608651166,498902432,421572078,72911271,376144737,.mtari,win64,8,12-Dec-2013,Canada,Fast CM,0.54
LZH,GUI,Jabosoft Archiver 1.0 (2004) Jabosoft,,174.37207,,,157914044,594422484,551724028,427225052,592416284,491022344,489146168,69552236,360661644,.jzip,win32,1,22-May-2004,United States,LZ,10.09
LZH,◦,HSTEST option -F (1990) Tom Ehlert,☺,174.50751,,,149012826,597403704,558983196,426550106,594745868,490726086,512545082,65125438,386370602,.hs,dos16,1,2-Nov-1990,Germany,Huffman (?),23.65
LZH,◦,LZ4HC 0.9 (2010) Yann Collet,☺,175.80957,,,157457532,602172336,559043798,427039210,595427627,490100815,517148030,64159907,385151701,.lz4,win32,1,13-Dec-2010,France,LZ77,3.54
LZH,◦,packLZH 0.5 (2014) Matthias Stirner,,176.87442,2832,,157507918,577149214,540393875,440770959,594521197,488972129,483192089,68166964,409052895,.plz,win32,1,18-Mar-2014,Germany,LZ77,0.27
LZH,◦,SQUISH 1.0 (1992) Mike Albert,,177.3507,,,156074027,573977769,537814040,438834503,596429024,490738753,478931485,68954525,419318894,.squ,dos16,1,25-Sep-1992,United States,LZSS + Huffman + RLE,21.75
LZH,◦,LZC 0.07 (c 10) N.F. Antonio msvcr70.dll,,177.75067,,,172936657,681391203,614642180,401244546,711127696,580529019,438014407,72511166,277990711,.lzc,win32,1,23-Oct-2007,Italy,LZC,6.68
LZH,◦,LZGT3a (2008) Gerald R. Tamayo,☺,180.21751,1214,,158090980,700838346,621124881,425409492,729735998,599469278,481961257,62567819,331269997,.lzt,win32,1,18-Jul-2008,Philippines,LZT (Lempel-Ziv-Tamayo),5.94
LZH,◦,UCL 1.03 M. Oberhumer (Simplyzip),,180.96281,,,148014069,653678795,593672817,454824337,658835333,542961081,511725857,66042985,382852238,.ucl,dos16,1,20-Jul-2004,Germany,LZ derivative,9.93
LZH,◦,Microsoft Compress 1.02 (1993) -a3,,181.14578,15912,,163301497,582222964,559800543,441175011,598705381,491751878,503098229,73413117,405888056,.ta$,dos16,1,9-Jun-1993,United States,LZSS + Huffman,21.05
LZH,◦,Microsoft Compress 1.11 (1999) -a3,,181.14579,5138,,163301501,582222968,559800547,441175015,598705385,491751882,503098233,73413121,405888060,.ta_,dos16,1,1-Nov-1999,United States,LZ,14.65
LZH,◦,ChArc 1.2 (1990) S. Tchernivetzky,,181.21756,,,176645361,604513821,571685309,449838949,595402681,492148770,526388609,65513171,385409574,.chz,dos16,1,6-Dec-1990,Russia,LZ,23.56
LZH,◦,Central Point Shrink (1992),,181.30734,,,156683423,606693416,577854464,460939462,609160704,492148736,524743104,69265389,399527117,.cpz,dos16,1,15-Dec-1993,United States,LZ,20.53
LZH,◦,ARBC2Z (2006) David A. Scott,☺,181.46671,7221,,180515631,551494670,536137124,393382398,605053256,492722427,420229089,90235489,383081243,.arbc2z,win32,1,23-Jun-2006,United States,bijective order-2 PPM,8.01
LZH,◦,ESP 1.92 /M0 /MM2 (1996) GyikSoft,,181.76118,,,226438387,604202398,547605043,635167573,593714653,492262742,376985641,55093521,323962016,.esp,dos16,1,16-May-1996,Hungary,LZSS + Huffman,18.11
LZH,GUI,PKZIP 1.10 Implode max -ei ('90) Phil Katz,,182.41296,,,156721691,606693486,577823670,503220158,609160812,492148854,499915176,69703966,402540441,.zip,dos16,1,15-Mar-1990,United States,Implode (LZW + ShFano),24.28
LZH,◦,QPRESS 1.1 -rL3T12 (2011) Lasse Reinhold,,182.7328,201,,162368147,599535798,569564510,462059456,608872478,491191099,533570647,71610827,395493110,.qp,win64,8,23-Sep-2010,Denmark,LZ variant,3.76
LZH,◦,STZ 0.83 -c2 (2011) Bruno Wyttenbach,,183.44106,111,,163145709,601807761,572174103,460372409,598252514,491659686,545516169,65708379,427484718,.stz,win32,1,19-Mar-2011,France,LZBW2A,3.27
LZH,◦,aPackage 1.14 ('02) Jørgen Ibsen,,183.53921,,,132108152,625020330,577557428,421543283,647658954,535061976,479364367,93353819,379811544,.exe,win32,1,18-Oct-2002,Danmark,LZ77 (aPLib),11.69
LZH,◦,TC 4.3 (2005) Ilya Muravyov,,185.00129,,,186196824,606693377,577854465,432499963,609160705,492148737,479686070,77435107,386163583,.tc,win32,1,25-Sep-2005,Russia,LZC,8.75
LZH,◦,LZF 1.01 (2013) Lehmann & Muravyov,,185.29194,303,,168883279,616427705,574752117,441878827,611950730,502746266,537539981,70859763,414539912,.lzf,win32,1,29-Oct-2013,Germany & Russia,LZ variant,0.66
LZH,GUI,NSK (NaShrinK) 5.0 (1998) NashSoft,,186.16821,,,156683447,660887078,601234654,460939485,662897933,545905595,524743137,69265377,399527142,.nsk,dos16,1,30-Jun-1998,- unknown -,LZ,15.99
LZH,◦,Stirling Compressor 1.3.21 (InstallShield),,186.16822,,,156683460,660887091,601234667,460939498,662897946,545905608,524743150,69265390,399527155,.tsc,dos16,1,26-May-1995,United States,LZ,19.08
LZH,◦,TTCOMP (1993) SWFTE International Ltd.,,186.19988,,,156683423,660887055,601234632,460939462,662897773,545905568,524743071,69352702,399527291,.tt,dos16,1,6-Jul-1993,- unknown -,- unknown -,20.97
LZH,◦,PAK 2.51 (1990) /CR NoGate Consulting,,187.26362,,,173625961,606693417,565695553,426542920,609160745,492148777,494484725,78828772,436304204,.pak,dos16,1,8-Oct-1990,United States,LZ,23.72
LZH,◦,JAM Aug/96 (1996) W.Jiang,☺,188.40202,,,174809940,606691328,574941263,436030884,609160707,492148739,490673754,80097169,436589590,.jam,dos16,1,20-Aug-1996,China,8k LZ78,17.85
LZH,GUI,PKZIP 0.92 -ex Reduce 4  (1989) Phil Katz,,189.7486,,,156721691,606693486,577854572,503220158,596575957,492148854,581732771,73991782,437834493,.zip,dos16,1,6-Mar-1989,United States,LZW + Probabilistic,25.31
LZH,◦,Data-Shrinker (2012) Fu Siyuan,☺,190.15727,40,,165637194,601247817,564432479,487950017,594537076,489448485,544044973,73302434,465372286,.shrinker,win32,1,13-Jun-2012,China,LZ77,2.04
LZH,◦,ST 0.81 -b (2012) Gedo Stefan,,190.95223,11677,,112843675,555962718,492526513,304220495,610169522,504299398,333363963,209375744,183844928,.cmp,win32,1,29-Apr-2012,- unknown -,PPM,2.16
LZH,◦,ZOO 2.10 ah (1991) Rahul Dhesi,,191.71932,,,141176080,571833866,535284982,406530237,609160873,489213065,565989042,93353819,493427189,.zoo,dos16,1,9-Jul-1991,Cuba (?),LZ,22.96
LZH,◦,DWC 5.10 opt. az (1990) Dean W. Cooper,,194.13216,,,186099051,606693437,568483742,430899690,606186456,492148797,528035592,82985191,459677486,.dwc,dos16,1,7-Mar-1990,United States,LZW,24.3
LZH,◦,COMP-2a ('90) -o 7 Mark R. Nelson,☺,194.36256,,,200898731,564580202,507971333,424188867,599527755,486030792,413503032,102358782,446910937,.cmp,dos16,1,25-May-1990,United States,order-1 Context Mixing,24.09
LZH,GUI,AMIGA ShrinkIt / NULIB (16 Bit LZC),☺,194.36431,,,195997345,606682494,566651000,473731970,609142979,492148908,506129491,83488522,426829760,.shk,win32,1,1-Jan-1989,United States,LZW,25.49
