ID,WRKSTAT,MARITAL,AGEWED,SIBS,CHILDS,AGE,BIRTHMO,ZODIAC,EDUC,DEGREE,PADEG,MADEG,SEX,RACE,INCOME91,RINCOM91,REGION,XNORCSIZ,SIZE,PARTYID,VOTE92,POLVIEWS,CAPPUN,GUNLAW,GRASS,RELIG,LIFE,CHLDIDEL,PILLOK,SEXEDUC,SPANKING,LETDIE1,NEWS,TVHOURS,BIGBAND,BLUGRASS,COUNTRY,BLUES,MUSICALS,CLASSICL,FOLK,JAZZ,OPERA,RAP,HVYMETAL,ATTSPRTS,VISITART,TVSHOWS,TVNEWS,TVPBS,SCITEST4,PARTNERS,SEXFREQ,DWELOWN,SEI,COHORT,INCOME4,DEGREE2,AGECAT4,POLITICS,REGION4,MARRIED,CLASSIC3,JAZZ3,RAP3,BLUES3
817,7,3,18,2,2,30,4,1,10,0,0,8,2,2,6,0,0,0,-1,1,2,2,1,0,1,2,0,8,1,1,2,1,3,2,5,5,5,5,5,5,5,5,5,1,2,2,2,1,4,5,3,2,6,2,0,1963,1,0,2,1,#NULO!,2,3,3,1,3
818,4,1,20,9,3,36,2,11,8,0,0,0,1,3,9,9,0,0,-1,3,3,8,1,0,2,4,0,8,3,2,2,8,3,8,8,8,8,8,8,8,8,8,8,8,8,2,2,1,2,5,4,1,4,2,"26,7",1957,1,0,2,#NULO!,#NULO!,1,#NULO!,#NULO!,#NULO!,#NULO!
819,2,4,45,1,1,52,5,3,6,0,1,1,2,2,7,7,0,0,-1,3,3,4,1,0,1,1,0,4,1,1,1,1,1,3,5,5,4,3,5,5,3,2,5,3,5,2,2,1,2,5,4,1,2,2,"29,3",1941,1,0,4,3,#NULO!,2,3,1,2,2
820,1,1,17,0,2,99,99,99,12,1,4,2,2,1,21,21,0,0,-1,2,1,3,1,1,2,1,3,-1,0,0,0,0,0,3,2,3,3,3,2,1,2,3,2,3,5,2,1,4,1,1,1,1,2,0,"72,5",9999,4,0,4,2,#NULO!,1,1,2,2,2
821,1,5,0,2,0,47,12,10,16,3,1,1,1,1,21,21,0,0,-1,1,1,2,2,0,1,4,0,9,3,1,3,1,1,1,2,2,2,2,2,2,2,1,2,5,3,2,1,4,4,4,1,5,6,2,"63,5",1946,4,1,3,1,#NULO!,2,1,1,3,1
822,1,5,0,3,0,32,4,2,16,3,1,0,1,1,21,21,0,0,-1,1,1,2,2,1,1,1,3,-1,0,0,0,0,0,2,2,3,3,2,3,2,2,2,4,5,5,2,1,2,1,2,2,1,3,0,"72,5",1961,4,1,2,1,#NULO!,2,1,1,3,1
823,5,1,29,2,1,74,3,1,10,0,0,8,1,1,22,0,0,0,-1,0,1,2,1,1,0,3,2,3,8,1,2,2,1,6,1,3,3,4,2,3,3,1,5,5,5,2,2,1,2,1,4,1,1,1,"31,5",1919,4,0,4,1,#NULO!,1,2,1,3,3
824,1,1,27,3,0,35,8,5,16,3,0,1,2,1,21,18,0,0,-1,5,1,4,1,1,0,2,3,2,8,1,3,8,1,2,5,5,8,3,3,2,4,3,5,5,4,2,2,1,2,1,4,1,4,2,"73,6",1958,4,1,2,3,#NULO!,1,1,2,3,2
825,1,1,23,2,1,31,10,7,16,3,1,1,2,1,19,15,0,0,-1,5,2,3,1,0,2,5,0,2,1,1,2,1,3,1,2,8,3,3,2,3,2,4,2,4,5,1,2,2,2,3,1,1,3,1,"64,8",1962,3,1,2,2,#NULO!,1,2,3,3,2
826,1,1,30,11,2,40,9,6,18,4,4,1,1,1,21,21,0,0,-1,5,1,6,1,0,2,5,0,2,3,2,2,2,2,5,2,8,2,4,2,2,2,3,3,5,5,2,2,2,1,3,4,1,5,1,"97,2",1953,4,1,3,5,#NULO!,1,1,2,3,3
827,1,5,0,1,0,30,3,12,16,3,7,0,2,3,22,22,0,0,-1,6,2,6,1,1,2,3,3,-1,0,0,0,0,0,2,5,5,3,2,4,2,4,1,5,5,5,2,1,1,1,2,4,0,0,0,"50,5",1963,4,1,2,5,#NULO!,2,1,1,3,1
828,1,1,30,6,0,51,2,11,12,1,0,0,1,1,21,19,0,0,-1,5,1,2,1,0,2,2,0,2,4,2,3,1,3,2,3,2,2,4,3,1,2,3,1,5,5,2,1,2,1,2,9,1,4,1,"28,9",1942,4,0,4,1,#NULO!,1,1,2,3,3
829,5,2,23,1,3,76,3,12,12,1,0,1,1,1,9,0,0,0,-1,5,1,3,1,2,0,1,2,2,1,1,2,2,1,3,2,8,2,3,2,2,8,2,2,2,8,2,2,3,1,4,9,0,0,1,30,1917,1,0,4,2,#NULO!,2,1,1,1,2
830,5,1,47,4,0,56,10,8,12,1,0,1,1,2,19,0,0,0,-1,0,1,6,1,1,2,1,3,-1,0,0,0,0,0,12,1,8,2,2,2,3,3,1,5,5,5,1,2,3,1,2,3,1,6,0,"29,8",1937,3,0,4,5,#NULO!,1,2,1,3,1
831,1,5,0,2,0,24,6,3,15,1,2,1,1,2,19,15,0,0,-1,0,1,3,1,1,2,2,3,-1,0,0,0,0,0,2,2,4,3,1,2,3,4,1,4,1,5,1,2,3,1,4,3,3,4,0,"51,9",1969,3,0,1,2,#NULO!,2,2,1,1,1
832,1,1,25,3,3,38,6,3,16,3,3,3,1,1,21,21,0,0,-1,0,1,2,2,1,1,1,3,-1,0,0,0,0,0,0,3,2,2,2,3,1,3,2,4,3,4,1,1,4,2,2,1,1,3,0,"92,3",1955,4,1,2,1,#NULO!,1,1,1,2,1
833,1,1,24,2,2,74,5,2,12,1,0,0,1,1,21,21,0,0,-1,5,1,8,1,1,0,8,3,2,2,2,2,1,1,3,3,8,2,2,3,3,1,4,3,5,8,2,2,1,1,1,1,0,0,1,"50,7",1919,4,0,4,#NULO!,#NULO!,1,2,3,3,1
834,5,1,24,1,3,60,2,12,16,3,3,7,2,1,21,21,0,0,-1,5,1,2,1,1,0,4,3,2,1,1,1,1,3,2,1,3,2,2,1,3,3,2,4,2,4,2,1,2,1,4,2,1,1,1,"50,7",1933,4,1,4,1,#NULO!,1,2,1,1,1
835,1,1,25,8,2,63,6,3,14,2,8,0,2,1,20,16,0,0,-1,4,1,4,2,0,2,1,0,4,4,2,3,2,2,1,4,1,2,4,2,1,2,4,1,5,5,2,2,3,1,3,4,1,2,1,"38,4",1930,4,0,4,3,#NULO!,1,1,3,3,3
836,5,1,19,2,3,64,5,2,10,0,0,0,1,1,17,0,0,0,-1,6,1,5,1,1,0,2,2,3,1,1,4,2,1,3,2,5,1,5,4,2,2,5,5,5,5,1,1,1,1,1,1,1,2,1,"35,1",1929,2,0,4,4,#NULO!,1,1,3,3,3
837,1,1,19,1,5,51,12,10,10,0,0,1,1,1,16,15,0,0,-1,4,1,4,8,1,0,2,2,2,1,1,3,1,1,1,3,3,2,3,4,3,3,3,5,5,5,2,1,3,1,1,2,1,3,1,"63,5",1942,2,0,4,3,#NULO!,1,2,2,3,2
838,7,1,28,3,1,31,11,8,16,3,1,1,2,3,98,0,0,0,-1,4,3,4,2,0,2,2,0,2,3,1,2,8,3,5,3,8,4,3,2,3,3,1,3,3,5,2,2,2,1,1,4,1,2,3,"35,4",1962,4,1,2,3,#NULO!,1,2,1,2,2
839,7,2,24,3,0,74,5,3,14,1,4,1,2,1,17,0,0,0,-1,5,1,7,1,0,2,1,0,2,1,1,1,1,1,2,1,5,5,3,1,3,3,3,3,5,5,2,1,4,1,2,8,0,0,2,"38,4",1919,2,0,4,5,#NULO!,2,2,2,3,2
840,1,5,0,4,0,33,1,10,16,3,0,1,1,1,19,19,0,0,-1,4,2,4,1,0,1,2,0,2,1,1,2,1,2,2,2,3,3,2,2,3,5,3,4,4,5,1,1,2,1,2,1,0,0,2,"76,3",1960,3,1,2,3,#NULO!,2,2,2,3,1
841,1,5,0,1,0,27,8,5,20,4,1,1,1,1,16,11,0,0,-1,5,2,4,1,1,0,3,3,2,1,1,1,1,2,2,4,4,4,2,3,3,3,2,5,5,1,2,1,3,1,1,1,5,4,2,96,1966,2,1,1,3,#NULO!,2,2,1,3,1
842,1,5,0,3,0,22,7,4,12,1,7,1,2,2,15,11,0,0,-1,6,2,4,1,1,0,1,3,3,1,1,2,2,2,3,8,8,8,2,2,8,8,2,8,2,8,2,2,3,2,2,4,2,1,2,"29,1",1971,2,0,1,3,#NULO!,2,#NULO!,1,1,1
843,1,1,25,1,2,40,10,7,13,1,0,1,1,1,18,18,0,0,-1,3,2,5,1,0,2,1,0,4,4,1,2,2,4,3,2,2,2,2,2,2,3,2,4,3,4,2,2,1,2,2,4,1,3,1,86,1953,3,0,3,4,#NULO!,1,1,1,2,1
844,6,5,0,2,0,21,2,11,13,1,3,3,2,1,17,0,0,0,-1,1,2,3,2,1,0,3,3,3,1,1,2,2,3,2,2,2,2,1,1,1,2,1,1,1,2,2,1,4,2,2,1,1,6,1,0,1972,2,0,1,2,#NULO!,2,1,1,1,1
845,2,4,18,3,4,33,6,4,12,1,0,1,2,1,5,1,0,0,-1,3,1,4,8,0,8,2,0,2,1,1,2,1,3,5,8,4,3,4,8,8,3,4,4,3,4,2,2,1,1,5,2,1,5,2,"37,7",1960,1,0,2,3,#NULO!,2,#NULO!,3,2,3
846,1,3,28,4,0,43,11,9,12,1,0,3,2,3,15,15,0,0,-1,2,2,3,2,1,1,1,3,-1,0,0,0,0,0,3,1,3,4,1,1,1,3,1,1,3,5,2,1,2,1,2,8,2,3,0,"62,1",1950,2,0,3,2,#NULO!,2,1,1,2,1
848,7,1,26,3,1,25,6,3,16,3,1,3,2,1,21,0,0,0,-1,7,2,3,1,1,0,3,2,2,2,1,3,1,4,3,2,8,4,2,2,3,3,1,4,4,4,1,1,1,1,1,2,1,4,2,"64,1",1968,4,1,1,2,#NULO!,1,2,1,3,1
849,1,1,32,3,1,35,10,7,20,4,0,1,1,1,21,18,0,0,-1,1,1,4,1,2,0,2,3,2,1,1,2,1,1,3,4,4,4,2,5,3,3,3,8,5,3,1,2,2,1,2,2,1,2,1,"92,3",1958,4,1,2,3,#NULO!,1,2,2,3,1
850,6,5,0,2,0,22,8,5,16,3,1,1,2,1,21,2,0,0,-1,6,2,5,1,0,2,2,0,3,2,1,2,1,2,2,4,8,3,3,1,1,4,2,4,3,4,1,1,1,1,1,1,1,4,1,"36,5",1971,4,1,1,4,#NULO!,2,1,1,2,2
852,1,5,0,2,0,39,12,9,18,4,9,9,1,1,16,16,0,0,-1,1,1,2,2,0,1,4,0,2,1,1,3,1,1,1,3,2,3,1,3,2,2,2,3,4,3,2,1,3,1,2,2,2,4,2,"69,2",1954,2,1,2,1,#NULO!,2,1,1,3,1
853,1,3,99,7,3,40,8,6,18,4,1,1,1,1,19,19,0,0,-1,6,1,6,2,0,1,2,0,3,2,2,2,1,2,1,4,3,3,3,3,3,4,3,4,4,3,1,1,4,2,2,1,1,5,2,"73,6",1953,3,1,3,5,#NULO!,2,2,2,3,2
854,5,1,21,6,1,66,7,4,12,1,7,1,1,1,20,0,0,0,-1,6,1,5,1,1,0,1,2,2,3,8,2,2,1,4,2,1,1,3,1,1,1,4,2,4,4,1,2,2,1,1,4,1,0,1,"46,7",1927,4,0,4,4,#NULO!,1,1,3,3,2
855,6,5,0,3,0,19,99,99,13,1,4,1,1,1,21,5,0,0,-1,3,2,1,2,1,0,2,3,2,4,1,3,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,-1,-1,1,"63,5",1974,4,0,1,1,#NULO!,2,#NULO!,#NULO!,#NULO!,#NULO!
856,5,2,23,1,3,69,1,10,12,1,3,8,1,1,14,0,0,0,-1,5,1,4,1,1,0,1,1,2,2,1,2,1,1,4,1,2,2,3,1,2,2,2,4,4,4,2,2,1,1,1,2,0,0,1,"37,8",1924,1,0,4,3,#NULO!,2,1,1,3,2
857,1,1,24,2,1,34,3,1,16,4,4,4,1,1,20,20,0,0,-1,3,1,5,1,0,2,4,0,2,2,1,3,1,2,2,2,4,4,3,3,1,2,2,4,5,2,1,1,2,2,2,1,1,4,1,"63,5",1959,4,1,2,4,#NULO!,1,1,1,3,2
858,2,5,0,1,0,19,3,1,11,0,4,1,2,1,21,0,0,0,-1,6,2,6,2,1,2,2,2,-1,0,0,0,0,0,2,8,8,5,5,3,3,4,3,5,5,5,1,1,2,1,4,2,0,0,0,"38,4",1974,4,0,1,5,#NULO!,2,2,2,3,3
859,7,1,33,2,2,43,3,12,16,4,4,3,2,1,21,0,0,0,-1,1,1,2,2,1,2,1,3,-1,0,0,0,0,0,0,2,2,5,3,1,1,4,4,3,5,5,2,1,3,3,3,1,1,3,0,"73,2",1950,4,1,3,1,#NULO!,1,1,3,3,2
860,1,2,20,5,2,77,9,6,12,1,1,1,2,1,19,18,0,0,-1,5,1,4,1,1,2,4,3,-1,0,0,0,0,0,2,1,2,1,3,3,4,8,3,4,5,4,1,1,4,4,3,2,0,0,0,"69,7",1916,3,0,4,3,#NULO!,2,3,2,3,2
861,5,2,23,5,3,89,3,12,19,4,7,0,1,1,20,0,0,0,-1,5,1,6,1,1,2,2,1,-1,0,0,0,0,0,4,1,8,3,8,1,1,3,3,1,4,8,2,2,4,1,2,9,99,9,0,"92,3",1904,4,1,4,5,#NULO!,2,1,2,3,#NULO!
862,3,1,22,3,1,44,1,11,16,3,1,1,1,1,20,18,0,0,-1,6,1,6,1,0,2,1,0,2,2,1,2,2,1,1,3,3,3,4,2,1,2,3,3,5,5,1,1,2,2,3,3,1,3,1,"83,7",1949,4,1,3,5,#NULO!,1,1,2,3,3
863,2,1,36,4,0,41,6,3,15,4,1,1,2,3,21,3,0,0,-1,5,1,5,1,1,0,1,3,9,2,1,2,2,4,5,4,3,2,2,3,1,2,3,3,3,4,2,1,2,1,4,4,1,2,1,67,1952,4,1,3,4,#NULO!,1,1,2,2,1
864,6,3,25,3,2,53,1,11,17,3,1,1,2,1,16,0,0,0,-1,1,1,2,8,2,1,4,3,-1,0,0,0,0,0,3,1,3,4,1,1,1,3,1,2,3,3,2,1,3,1,2,1,0,0,0,"78,5",1940,2,1,4,1,#NULO!,2,1,1,2,1
865,1,1,23,2,2,53,8,5,14,1,9,9,2,1,19,17,0,0,-1,5,1,6,1,2,0,2,2,4,1,1,2,1,1,3,4,8,2,4,1,2,2,5,2,5,5,1,2,1,1,4,1,1,3,1,38,1940,3,0,4,5,#NULO!,1,1,3,3,3
866,1,1,31,2,0,38,5,3,16,3,3,3,2,3,99,0,0,0,-1,3,3,2,1,1,2,5,3,-1,0,0,0,0,0,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,-1,-1,0,"63,5",1955,4,1,2,1,#NULO!,1,#NULO!,#NULO!,#NULO!,#NULO!
867,1,1,23,9,4,32,3,1,12,0,9,0,1,1,18,13,0,0,-1,2,2,4,1,0,2,2,0,4,3,2,2,2,2,6,2,4,2,4,2,1,2,2,3,5,5,2,1,5,1,4,3,1,4,2,"25,3",1961,3,0,2,3,#NULO!,1,1,1,3,3
868,1,1,20,1,3,39,3,12,14,1,0,0,2,3,17,13,0,0,-1,0,2,4,1,1,0,2,2,2,1,1,1,2,1,2,3,8,4,4,3,3,4,2,3,5,5,1,2,2,1,2,3,1,4,1,"37,7",1954,2,0,2,3,#NULO!,1,2,1,3,3
869,3,1,21,2,2,55,1,10,16,3,0,0,2,1,15,13,0,0,-1,6,1,4,1,1,2,1,3,-1,0,0,0,0,0,2,3,8,2,2,3,2,2,2,4,5,5,2,2,3,1,2,9,1,4,0,"37,7",1938,2,1,4,3,#NULO!,1,1,1,3,1
870,1,1,17,6,4,47,8,5,11,0,1,0,2,1,18,12,0,0,-1,0,1,5,2,0,1,2,0,2,1,1,4,1,2,2,1,2,2,1,1,3,2,2,2,2,4,2,2,2,2,2,2,1,9,1,"33,3",1946,3,0,3,4,#NULO!,1,2,1,1,1
871,1,1,24,4,5,43,5,2,13,1,0,0,1,1,17,17,0,0,-1,0,2,3,2,0,2,2,0,3,1,1,1,2,1,1,1,3,4,2,2,1,1,2,8,5,5,1,1,4,1,3,4,1,5,1,"53,9",1950,2,0,3,2,#NULO!,1,1,1,3,1
872,3,5,0,1,0,37,3,1,14,1,0,0,1,1,16,16,0,0,-1,1,1,3,1,0,1,3,0,3,8,1,3,1,3,6,2,2,3,2,3,3,3,2,4,2,3,1,2,1,1,1,2,0,1,1,"64,2",1956,2,0,2,2,#NULO!,2,2,1,1,1
873,1,3,31,1,0,46,2,11,15,1,4,1,1,1,19,19,0,0,-1,2,1,5,1,1,0,2,3,8,1,1,2,1,1,2,2,1,1,2,2,3,2,2,3,3,5,1,1,3,1,3,9,1,5,2,"75,9",1947,3,0,3,4,#NULO!,2,2,1,2,1
874,1,1,26,2,2,32,8,6,14,1,1,3,1,1,21,98,0,0,-1,5,1,5,1,0,8,3,0,2,1,1,2,1,1,2,8,3,4,3,2,3,5,2,4,2,3,1,1,2,1,2,1,1,5,1,"63,5",1961,4,0,2,4,#NULO!,1,2,1,1,2
875,1,3,22,4,2,57,5,2,14,1,1,1,2,1,18,18,0,0,-1,2,1,3,1,1,8,4,3,-1,0,0,0,0,0,0,2,8,3,5,2,1,2,4,1,8,4,2,1,3,2,3,2,0,0,0,"75,9",1936,3,0,4,2,#NULO!,2,1,3,#NULO!,3
876,1,5,0,2,0,28,6,3,17,3,0,1,2,1,20,15,0,0,-1,0,1,3,1,1,2,2,3,-1,0,0,0,0,0,1,2,3,3,3,2,2,4,3,4,5,1,1,1,2,2,2,4,2,2,0,"55,3",1965,4,1,1,2,#NULO!,2,1,2,3,2
878,2,3,50,4,0,56,7,4,18,4,1,0,1,1,5,2,0,0,-1,2,1,4,2,1,0,1,2,3,2,1,2,1,2,4,1,3,2,1,3,2,2,1,3,4,5,2,2,3,3,3,2,1,1,2,"28,6",1937,1,1,4,3,#NULO!,2,1,1,3,1
879,2,5,0,4,0,33,11,8,14,1,9,9,2,1,9,9,0,0,-1,7,1,2,8,1,1,5,3,-1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,2,4,2,1,4,2,4,1,1,6,0,"26,4",1960,1,0,2,1,#NULO!,2,1,1,1,1
880,1,5,0,2,0,26,2,12,10,1,1,1,1,3,19,19,0,0,-1,1,1,4,1,1,0,4,3,3,1,1,2,1,1,1,4,4,3,2,3,2,3,3,5,2,5,1,2,4,1,3,2,5,4,1,"71,2",1967,3,0,1,3,#NULO!,2,1,2,1,1
881,1,1,20,7,2,45,3,12,14,1,1,0,2,1,21,16,0,0,-1,0,1,3,2,1,0,4,2,2,1,1,4,1,1,1,2,8,2,2,3,2,4,2,4,5,5,1,1,2,1,1,1,1,4,1,"51,9",1948,4,0,3,2,#NULO!,1,1,1,3,1
882,1,1,22,3,4,44,10,8,12,1,4,1,1,1,19,17,0,0,-1,3,2,8,1,1,0,1,3,2,4,8,2,2,2,0,2,3,4,3,2,3,3,2,3,5,5,1,1,2,2,5,4,1,2,1,47,1949,3,0,3,#NULO!,#NULO!,1,2,1,3,2
883,7,1,19,3,2,54,5,3,15,2,7,0,2,1,18,0,0,0,-1,6,1,5,1,1,0,1,3,2,1,1,1,1,3,6,1,2,3,3,1,1,2,3,3,5,5,2,1,3,1,3,3,-1,-1,1,"43,7",1939,3,0,4,4,#NULO!,1,1,2,3,2
884,1,3,22,2,2,46,12,9,14,2,4,1,2,1,19,19,0,0,-1,5,1,3,1,1,1,1,2,-1,0,0,0,0,0,0,2,3,2,3,2,4,2,3,4,3,4,1,2,4,3,4,2,1,5,0,"73,2",1947,3,0,3,2,#NULO!,2,3,2,2,2
885,1,1,16,2,2,55,7,4,12,1,7,1,2,1,20,16,0,0,-1,1,1,4,1,0,2,2,0,2,1,1,2,1,1,3,1,2,1,2,2,4,4,2,4,5,5,1,1,2,1,1,8,1,9,1,"60,5",1938,4,0,4,3,#NULO!,1,3,1,3,1
886,1,1,29,3,2,36,8,6,16,3,1,1,1,1,19,19,0,0,-1,6,1,7,1,1,2,1,3,-1,0,0,0,0,0,2,2,4,5,5,2,2,3,3,4,5,5,2,1,3,3,3,4,1,3,0,"63,5",1957,3,1,2,5,#NULO!,1,1,2,3,3
887,1,5,0,2,1,25,12,9,13,1,1,3,2,1,21,14,0,0,-1,5,2,2,1,0,1,2,0,2,1,1,2,1,2,3,8,8,4,3,2,2,4,2,4,4,4,1,1,1,1,1,2,1,4,3,"44,2",1968,4,0,1,1,#NULO!,2,1,1,3,2
888,1,5,0,4,0,38,3,1,15,1,0,0,1,1,1,0,0,0,-1,4,2,4,2,0,2,1,0,2,2,1,1,1,1,2,3,2,1,3,3,1,2,3,2,4,5,2,2,3,1,3,4,0,0,2,"29,8",1955,1,0,2,3,#NULO!,2,1,2,3,2
889,8,3,15,2,4,54,8,5,9,0,9,9,2,1,7,0,0,0,-1,5,1,5,2,8,0,1,3,9,3,8,1,2,1,4,2,3,2,2,2,4,4,4,4,4,4,2,2,4,1,3,4,-1,-1,1,0,1939,1,0,4,4,#NULO!,2,3,3,3,1
890,2,1,20,4,2,25,10,7,12,1,0,1,2,1,10,9,0,0,-1,3,2,2,2,1,0,1,3,2,4,2,2,2,1,2,8,2,1,3,4,2,2,2,4,4,4,2,1,4,1,5,4,1,5,2,"53,7",1968,1,0,1,1,#NULO!,1,1,1,3,2
891,7,5,0,3,1,35,10,7,11,1,0,1,2,1,7,0,0,0,-1,1,2,5,1,1,0,1,2,2,3,1,3,2,2,2,8,3,2,4,2,4,3,3,4,4,4,1,2,3,1,1,3,0,0,2,"26,7",1958,1,0,2,4,#NULO!,2,3,2,3,3
892,7,1,21,1,3,36,4,1,12,1,1,1,2,1,15,0,0,0,-1,5,1,4,1,2,0,1,1,3,1,1,2,1,4,2,5,3,4,3,2,4,3,3,4,4,3,2,2,4,2,1,3,1,5,2,"36,5",1957,2,0,2,3,#NULO!,1,3,2,3,2
893,7,1,20,8,3,68,3,12,12,1,0,1,2,1,13,0,0,0,-1,3,2,8,1,1,8,1,3,-1,0,0,0,0,0,1,1,3,4,2,2,1,3,2,2,5,5,2,2,4,1,4,4,1,2,0,"31,4",1925,1,0,4,#NULO!,#NULO!,1,1,1,3,1
894,2,1,19,1,2,47,11,8,12,1,1,1,2,1,19,12,0,0,-1,3,1,4,1,0,2,4,0,2,1,1,3,8,1,5,3,4,4,4,3,3,4,4,4,4,4,2,2,2,1,3,2,1,4,2,"37,4",1946,3,0,3,3,#NULO!,1,2,3,3,3
895,1,1,24,6,2,49,7,4,13,1,0,0,1,1,21,19,0,0,-1,2,1,4,1,1,0,2,2,2,4,1,1,1,1,2,2,3,4,3,2,2,3,2,3,5,5,1,1,4,1,2,2,1,5,1,"79,8",1944,4,0,3,3,#NULO!,1,1,1,3,2
896,1,1,25,6,1,52,2,12,10,0,8,8,1,1,15,11,0,0,-1,2,1,6,1,1,2,2,3,-1,0,0,0,0,0,3,2,2,2,3,2,2,2,3,2,5,5,2,2,4,2,2,4,-1,-1,0,"28,6",1941,2,0,4,5,#NULO!,1,1,2,3,2
897,4,1,29,3,2,46,2,11,14,2,1,1,1,1,18,17,0,0,-1,5,1,5,1,0,2,1,0,2,4,1,2,1,1,3,3,2,2,3,2,3,2,4,4,4,4,1,2,1,1,2,9,1,2,1,"83,7",1947,3,0,3,4,#NULO!,1,2,3,3,2
898,1,1,19,6,2,39,10,7,13,1,8,1,1,1,20,20,0,0,-1,2,1,3,1,1,0,1,3,2,1,1,2,1,2,1,3,2,3,1,3,3,2,3,4,2,1,1,1,3,1,3,2,1,4,1,"63,5",1954,4,0,2,2,#NULO!,1,2,2,1,1
899,5,1,26,2,2,67,7,4,7,0,0,0,2,1,13,0,0,0,-1,6,1,2,1,1,0,1,3,2,3,1,2,1,1,4,2,8,2,5,2,2,2,5,2,8,5,1,1,2,1,2,4,1,1,1,0,1926,1,0,4,1,#NULO!,1,1,3,#NULO!,3
900,1,1,19,2,0,27,3,1,16,3,7,1,2,1,21,19,0,0,-1,1,1,4,8,1,2,2,3,-1,0,0,0,0,0,1,1,2,2,2,1,1,3,2,1,3,5,1,1,2,2,3,2,1,5,0,"73,6",1966,4,1,1,3,#NULO!,1,1,1,2,1
901,5,2,22,0,2,71,1,11,14,2,8,8,2,1,15,0,0,0,-1,2,1,3,1,1,1,1,3,-1,0,0,0,0,0,5,2,4,2,3,2,1,3,2,4,4,5,2,1,2,1,1,3,0,0,0,"38,4",1922,2,0,4,2,#NULO!,2,1,1,3,2
903,5,5,0,2,0,68,10,8,13,1,8,1,2,1,22,0,0,0,-1,3,1,6,1,1,2,2,3,-1,0,0,0,0,0,2,1,4,3,4,1,1,3,4,1,4,4,2,2,2,1,1,3,0,0,0,"38,4",1925,4,0,4,5,#NULO!,2,1,3,3,3
905,2,4,20,2,2,26,5,3,11,0,7,1,2,2,11,10,0,0,-1,0,1,4,2,1,1,1,2,-1,0,0,0,0,0,5,4,5,4,2,4,3,4,2,4,1,5,2,2,2,1,4,1,2,9,0,"29,3",1967,1,0,1,3,#NULO!,2,2,1,1,1
906,1,4,20,3,3,38,8,5,12,1,0,0,2,2,15,15,0,0,-1,1,1,2,1,0,1,1,0,2,1,1,2,1,2,3,3,8,3,1,4,5,3,2,5,3,5,2,2,2,1,5,1,3,3,2,"37,7",1955,2,0,2,1,#NULO!,2,3,1,2,1
907,7,2,19,1,3,47,6,3,13,1,7,0,2,2,10,0,0,0,-1,0,1,2,1,0,1,1,0,2,1,1,1,2,2,3,2,3,3,2,3,3,3,2,4,4,5,2,2,2,1,3,1,1,3,2,"31,4",1946,1,0,3,1,#NULO!,2,2,1,3,1
909,5,1,21,2,3,57,10,7,12,1,0,1,2,1,18,13,0,0,-1,4,1,4,1,1,0,5,3,2,4,8,1,1,1,4,1,3,2,2,1,3,3,2,2,5,5,2,2,2,1,2,8,1,2,1,"39,4",1936,3,0,4,3,#NULO!,1,2,1,3,1
910,1,3,21,2,2,38,8,6,18,4,3,1,1,1,20,20,0,0,-1,5,1,5,1,0,2,1,0,2,4,1,2,1,2,1,2,3,2,3,2,2,3,1,4,5,3,1,1,3,2,3,2,-1,-1,2,67,1955,4,1,2,4,#NULO!,2,1,1,3,2
911,1,5,0,6,0,29,12,10,14,1,1,1,1,1,98,22,0,0,-1,3,1,4,2,1,0,2,3,3,1,1,3,1,2,1,3,2,4,1,3,2,2,1,3,4,2,1,1,3,2,2,1,1,6,3,"37,7",1964,4,0,1,3,#NULO!,2,1,1,3,1
912,1,1,22,2,0,47,7,4,19,4,1,1,1,1,12,4,0,0,-1,6,1,5,2,0,2,2,0,3,1,1,2,2,2,3,3,4,2,3,2,2,2,3,4,5,5,1,2,4,2,4,2,1,2,2,"50,7",1946,1,1,3,4,#NULO!,1,1,2,3,2
913,7,1,19,2,3,38,2,11,12,1,7,1,2,1,14,0,0,0,-1,1,1,4,1,1,0,1,2,2,3,1,2,2,2,3,2,3,2,2,2,4,2,3,4,4,4,2,2,2,1,1,4,1,2,1,"26,7",1955,1,0,2,3,#NULO!,1,3,2,3,1
914,7,1,18,5,3,40,11,8,12,1,0,1,2,1,17,0,0,0,-1,3,1,4,1,2,2,2,2,-1,0,0,0,0,0,2,3,3,2,3,2,2,2,3,2,4,5,2,2,1,1,1,2,1,4,0,"27,5",1953,2,0,3,3,#NULO!,1,1,2,3,2
915,1,1,23,5,5,38,10,8,13,1,1,1,2,1,11,4,0,0,-1,5,1,6,1,1,2,1,2,-1,0,0,0,0,0,2,3,2,2,2,1,2,2,2,4,4,5,1,2,4,1,1,4,1,4,0,"63,5",1955,1,0,2,5,#NULO!,1,1,1,3,1
916,2,5,0,9,0,22,5,2,15,1,3,3,1,1,11,2,0,0,-1,1,1,5,2,2,0,2,3,5,2,1,2,1,1,1,1,3,4,1,1,1,2,1,2,2,4,1,1,4,2,2,9,1,1,1,"52,3",1971,1,0,1,4,#NULO!,2,1,1,1,1
